est_us
0.005821549
0.005810766
0.006729354
0.00284443
0.006549319
0.00381251
0.004758773
0.007590946
0.006470311
0.005581201
0.008012977
0.007591758
0.006079784
0.004999808
0.003930509
0.006228254
0.006068467
0.006292266
0.007790541
0.004773127
0.003295661
0.005941833
0.002934745
0.005141672
0.006635171
0.004689105
0.005240758
0.005579004
0.005938846
0.004981762
0.004318251
0.006372587
0.005147857
0.006988553
0.007098809
0.007337964
0.004613535
0.004243122
0.005469622
0.004279815
0.008064597
0.002892952
0.007714998
0.003979545
0.005981543
0.004307946
0.004387286
0.006525299
0.004642431
0.005662774
0.005855522
0.004755627
0.004813107
0.005471093
0.006059263
0.002492494
0.003910875
0.006298568
0.007275566
0.004866437
0.004078059
0.006299603
0.003332438
0.003137295
0.005125358
0.004559518
0.004039305
0.008271936
0.003926319
0.005613273
0.004259604
0.00453781
0.004761422
0.005238976
0.005362657
0.003725949
0.004692322
0.004720015
0.003759082
0.004583911
0.007878776
0.005991294
0.00539626
0.006313093
0.005857933
0.006572694
0.004754735
0.003987469
0.006271352
0.004158527
0.006851203
0.003760885
0.003457214
0.006522387
0.005262583
0.007356372
0.005647631
0.008513781
0.005904589
0.00780057
0.006145718
0.006768249
0.007781376
0.00513038
0.003621219
0.004764324
0.005893282
0.005812692
0.003702829
0.005787098
0.005108679
0.005113982
0.00363189
0.004896048
0.005130502
0.005275852
0.005615097
0.005600923
0.005571032
0.004339192
0.003431393
0.005390477
0.006490938
0.006386968
0.006690727
0.007642612
0.005360361
0.00737471
0.005936032
0.005981332
0.004620039
0.003425762
0.004320514
0.006288245
0.005402899
0.004062787
0.004836674
0.004554421
0.003120159
0.005305518
0.005811821
0.005292482
0.004480754
0.008971814
0.004992044
0.003772467
0.004027376
0.007968213
0.004287441
0.004893936
0.006088493
0.005548539
0.003422126
0.004840231
0.006011256
0.004549431
0.003673902
0.005445457
0.007436211
0.00504229
0.003743304
0.005807578
0.003940328
0.006581817
0.007023288
0.002750495
0.005172256
0.005766423
0.003578033
0.00838233
0.00618727
0.005322019
0.005815581
0.006768147
0.006560654
0.006597789
0.006924073
0.003954373
0.005021063
0.002688424
0.002663124
0.004677188
0.00527537
0.005723788
0.004800053
0.004849818
0.005627817
0.004642533
0.006006596
0.006570683
0.006690308
0.005689835
0.005981371
0.006907064
0.006694764
0.005720328
0.006918975
0.003501419
0.004912649
0.005218204
0.004311568
0.006362521
0.005790418
0.004673303
0.003566218
0.00511115
0.004866455
0.005597312
0.004484571
0.004435576
0.003034851
0.004117448
0.004816029
0.007572071
0.008720043
0.003391944
0.005163652
0.005309144
0.004670058
0.006187797
0.008492796
0.005024085
0.00338192
0.006053589
0.004122361
0.005756975
0.005183941
0.00300533
0.004668325
0.00442265
0.005357948
0.005291549
0.006874321
0.006136397
0.003293082
0.007152379
0.004038835
0.004260245
0.006766638
0.003912577
0.003040376
0.004671489
0.007077341
0.003874745
0.00744134
0.004442446
0.005030482
0.004349614
0.003024004
0.005056902
0.00530668
0.004295843
0.005137455
0.005312069
0.004716987
0.004774145
0.004296632
0.003494306
0.005474226
0.005927901
0.004471059
0.005138769
0.003743755
0.00634108
0.004928188
0.003548603
0.007420223
0.005874276
0.00448924
0.005788269
0.005124457
0.005853014
0.004807967
0.005776177
0.003703987
0.004169321
0.005536007
0.003423135
0.003389007
0.005599185
0.002649849
0.003968871
0.003774659
0.003335157
0.005885199
0.006588165
0.008132007
0.003984631
0.00398517
0.006400032
0.006570176
0.005173685
0.003545091
0.006736851
0.004159689
0.005853165
0.00523482
0.003796804
0.00551052
0.004885964
0.00293353
0.005833244
0.002892536
0.003685312
0.007710114
0.00662085
0.005561538
0.007112114
0.004861913
0.005952098
0.004743547
0.008904649
0.003033569
0.005318349
0.003698602
0.00753574
0.007205348
0.006283181
0.006224872
0.002479797
0.006044858
0.005744796
0.007107012
0.00578447
0.004230288
0.00522866
0.004772366
0.004867036
0.005766917
0.005595103
0.003105286
0.002510057
0.006603936
0.002873524
0.003701387
0.004198776
0.007436836
0.002216035
0.003585884
0.005433854
0.00555626
0.007370595
0.005202797
0.00836538
0.005565355
0.006457432
0.005570169
0.004724047
0.007243042
0.00527802
0.00489738
0.003097116
0.002140886
0.00424929
0.005951581
0.001015982
0.006439876
0.005577981
0.005278008
0.005011783
0.003697431
0.004516845
0.005882735
0.005401066
0.003635273
0.007543569
0.003500571
0.003634153
0.005214268
0.004237411
0.003543558
0.007375803
0.005150033
0.005380657
0.006830419
0.004212766
0.007247917
0.003904048
0.006281669
0.007999058
0.004475829
0.006338037
0.00249585
0.004323122
0.006241901
0.007287763
0.007229448
0.00775653
0.006200028
0.00417152
0.004249011
0.007020433
0.005859035
0.003428624
0.004098075
0.003604601
0.005570622
0.003029184
0.003594673
0.003600368
0.006102434
0.006744777
0.006724116
0.006145011
0.002281528
0.006399185
0.005509261
0.007013478
0.007568992
0.005807716
0.003470008
0.007479856
0.005267878
0.006079507
0.004717913
0.00543559
0.003659794
0.004034873
0.003748345
0.004024914
0.004838152
0.005893423
0.005311009
0.005131563
0.004705238
0.00680948
0.003702489
0.005189521
0.006852243
0.005193873
0.004307555
0.005847797
0.002288424
0.00366113
0.004672487
0.005945214
0.00472459
0.004699315
0.006053695
0.003247571
0.003494732
0.005156301
0.00422729
0.007808569
0.004134285
0.008510361
0.004190602
0.004531484
0.005360301
0.005863562
0.007150955
0.006343289
0.005416782
0.006302935
0.006028602
0.005253304
0.001636585
0.006353124
0.00617091
0.004408243
0.006820356
0.004902754
0.007363447
0.003873003
0.006212697
0.003697258
0.00480453
0.00495447
0.001633152
0.003872355
0.005551212
0.005702861
0.002589234
0.005253837
0.002880739
0.006011086
0.006472018
0.002709303
0.003853033
0.00916714
0.004980984
0.003033896
0.006083901
0.007183728
0.004508639
0.006646407
0.006361737
0.006536902
0.006978968
0.004125021
0.003834207
0.006064634
0.007110056
0.003872253
0.005204303
0.003856775
0.004181622
0.008031264
0.005480158
0.0034836
0.003308921
0.005109486
0.004213068
0.006684577
0.007503407
0.00230212
0.002398006
0.004313028
0.004124797
0.00309046
0.005329371
0.001928939
0.003743257
0.005602653
0.003806033
0.004050649
0.004941686
0.005984611
0.006450739
0.005051528
0.005352869
0.006577074
0.00415339
0.004190666
0.00430085
0.004571255
0.004671989
0.005798661
0.004549028
0.003492399
0.006419126
0.005249493
0.005643219
0.008822764
0.00487736
0.006612682
0.004349347
0.004774932
0.007812906
0.006542486
0.007439628
0.003401224
0.005076556
0.006903129
0.004690904
0.003811368
0.005670698
0.003817759
0.006771709
0.003808901
0.003840012
0.005064803
0.003143547
0.005142984
0.007586485
0.007660888
0.005832934
0.005389295
0.004937569
0.005751429
0.004414501
0.005261904
0.005297285
0.003758748
0.005809661
0.00403122
0.005362288
0.006014843
0.006178917
0.007363344
0.006331252
0.005490835
0.006112756
0.005264858
0.005195023
0.004100671
0.003661563
0.005900814
0.006159812
0.004194553
0.003027737
0.004643251
0.004335953
0.006004883
0.006275023
0.006793906
0.005549161
0.004782236
0.006639907
0.003369922
0.005700291
0.005459651
0.005865128
0.004582346
0.006486664
0.004133823
0.008599045
0.007136914
0.004995943
0.006011936
0.003033043
0.00588049
0.006313172
0.006460485
0.004860365
0.003510527
0.002925176
0.004317515
