x,est
490,0.006248244
491,0.00683875
492,0.008219117
493,0.006524669
494,0.00792012
495,0.00919792
496,0.006836846
497,0.005993231
498,0.007229031
499,0.007972913
500,0.00624351
501,0.006436228
502,0.007072755
503,0.006271239
504,0.006762515
505,0.006942459
506,0.007407894
507,0.007850645
508,0.005885394
509,0.00733695
510,0.00600304
511,0.006970631
512,0.007208116
513,0.005560711
514,0.006689413
515,0.006897159
516,0.005996991
517,0.007242687
518,0.007452819
519,0.007563438
520,0.005679957
521,0.005864845
522,0.006209496
523,0.005726384
524,0.006808566
525,0.005739944
526,0.007093216
527,0.005616481
528,0.007219779
529,0.006680996
530,0.006602878
531,0.006154338
532,0.007571025
533,0.006734149
534,0.007410795
535,0.006055173
536,0.006752704
537,0.006156558
538,0.007015477
539,0.008423111
540,0.007175939
541,0.006339727
542,0.006525268
543,0.007343517
544,0.006359777
545,0.007408586
546,0.007013067
547,0.00607533
548,0.006723662
549,0.005522573
550,0.007799524
551,0.006218184
552,0.006039952
553,0.007441904
554,0.007229238
555,0.006768987
556,0.005447254
557,0.006552017
558,0.007012416
559,0.006659046
560,0.007944476
561,0.006470725
562,0.007175951
563,0.005186244
564,0.005592727
565,0.006118194
566,0.006135629
567,0.006933987
568,0.007233967
569,0.007392447
570,0.005578826
571,0.006945397
572,0.007251937
573,0.006275553
574,0.006982294
575,0.00665435
576,0.005946357
577,0.006927045
578,0.007050699
579,0.006915253
580,0.006497693
581,0.006861634
582,0.006757743
583,0.00718124
584,0.005822466
585,0.005998575
586,0.006736834
587,0.007939396
588,0.006673722
589,0.007792664
590,0.007388359
591,0.006663325
592,0.006224898
593,0.006676435
594,0.006248277
595,0.005824323
596,0.006553569
597,0.006370409
598,0.005983144
599,0.005390345
600,0.00677219
601,0.006435904
602,0.005944868
603,0.006543767
604,0.006355058
605,0.007076106
606,0.006264992
607,0.00695994
608,0.005625324
609,0.007944613
610,0.0078817
611,0.007241694
612,0.006951059
613,0.006613492
614,0.006399264
615,0.005133841
616,0.006839617
617,0.007898824
618,0.00669273
619,0.006493269
620,0.007668138
621,0.006733502
622,0.006076426
623,0.007201251
624,0.007319271
625,0.007322448
626,0.00676963
627,0.006165329
628,0.007598584
629,0.007418483
630,0.006630537
631,0.005942581
632,0.006208815
633,0.006953387
634,0.006365745
635,0.006093072
636,0.006028731
637,0.006492648
638,0.005866525
639,0.00639599
640,0.00718986
641,0.006411201
642,0.006139635
643,0.00813116
644,0.00763119
645,0.006921563
646,0.006790203
647,0.006963889
648,0.008293048
649,0.008201978
650,0.006212491
651,0.007025764
652,0.007673811
653,0.00654767
654,0.006157323
655,0.006647506
656,0.007762826
657,0.006774189
658,0.007651632
659,0.006157374
660,0.006471503
661,0.006643662
662,0.005235975
663,0.005612332
664,0.007380078
665,0.007012464
666,0.007406909
667,0.006296194
668,0.006748681
669,0.006882471
670,0.005609158
671,0.005598749
672,0.006108605
673,0.008378828
674,0.007326002
675,0.005593896
676,0.007135456
677,0.007155289
678,0.007120411
679,0.006477434
680,0.007929362
681,0.006783328
682,0.005999468
683,0.006211218
684,0.007040513
685,0.006627196
686,0.00629225
687,0.006474855
688,0.007387959
689,0.008305161
690,0.006489329
691,0.007933103
692,0.007517888
693,0.00675574
694,0.007095789
695,0.00681894
696,0.005929671
697,0.006965906
698,0.00606993
699,0.007095553
700,0.008688767
701,0.006957702
702,0.007096115
703,0.006422516
704,0.006666378
705,0.007627035
706,0.006251145
707,0.007415764
708,0.006972585
709,0.006556802
710,0.006259465
711,0.005284462
712,0.006704252
713,0.006038393
714,0.007550922
715,0.007060349
716,0.005869617
717,0.007445623
718,0.007153434
719,0.006630277
720,0.005419236
721,0.00630219
722,0.008367057
723,0.005820512
724,0.007378327
725,0.006706487
726,0.007833397
727,0.006192513
728,0.007323376
729,0.006795529
730,0.006228139
731,0.005616258
732,0.005987263
733,0.00743448
734,0.006702578
735,0.005787502
736,0.005258982
737,0.005707848
738,0.006853416
739,0.005952786
740,0.007309358
741,0.007524988
742,0.006791743
743,0.007069782
744,0.008271462
745,0.007618986
746,0.005900403
747,0.005977438
748,0.005749341
749,0.006433272
750,0.007513588
751,0.007997822
752,0.007082872
753,0.007104044
754,0.006734239
755,0.008553797
756,0.007603211
757,0.007211259
758,0.007350192
759,0.006450176
760,0.007704482
761,0.007132615
762,0.007008584
763,0.006570884
764,0.006473598
765,0.007120413
766,0.006916053
767,0.005406613
768,0.007169713
769,0.005754496
770,0.006825811
771,0.007798099
772,0.007897208
773,0.005243362
774,0.006290709
775,0.007079805
776,0.007414376
777,0.005600175
778,0.006413485
779,0.005011607
780,0.00686709
781,0.005418223
782,0.006308802
783,0.005966147
784,0.007892507
785,0.008171067
786,0.007150668
787,0.006203805
788,0.007468288
789,0.007743965
790,0.005842502
791,0.006414466
792,0.007180408
793,0.006675266
794,0.006564184
795,0.005731675
796,0.007055823
797,0.006962512
798,0.006179726
799,0.006796846
800,0.007230841
801,0.007755655
802,0.006196642
803,0.006743671
804,0.007224873
805,0.005779175
806,0.006801899
807,0.007978779
808,0.007101154
809,0.005567878
810,0.006390514
811,0.007513661
812,0.006145219
813,0.005852909
814,0.005885445
815,0.006795744
816,0.006342292
817,0.007471121
818,0.007011554
819,0.007174779
820,0.006951223
821,0.006758081
822,0.006904719
823,0.005790416
824,0.006190029
825,0.006702589
826,0.00746967
827,0.006887435
828,0.006966834
829,0.006479016
830,0.00586587
831,0.004834115
832,0.00713117
833,0.006019317
834,0.007461965
835,0.005395858
836,0.007314426
837,0.006782499
838,0.006429823
839,0.007067034
840,0.006105877
841,0.00671049
842,0.006284124
843,0.0080193
844,0.005388794
845,0.007489545
846,0.006637147
847,0.006451905
848,0.006880777
849,0.00705745
850,0.007480626
851,0.006624171
852,0.005752526
853,0.006984346
854,0.006915189
855,0.006132661
856,0.006693164
857,0.007095001
858,0.006848486
859,0.009039935
860,0.006766855
861,0.006564949
862,0.006255022
863,0.007211631
864,0.006940048
865,0.006398976
866,0.005225032
867,0.006010669
868,0.007074173
869,0.007067463
870,0.007179576
871,0.005811344
872,0.00740026
873,0.007076497
874,0.00827051
875,0.007012374
876,0.006336761
877,0.007200884
878,0.007781974
879,0.006519956
880,0.006989813
881,0.005533102
882,0.006748787
883,0.007057716
884,0.006474686
885,0.006044532
886,0.005629608
887,0.006977267
888,0.008089006
889,0.00768754
890,0.007077155
891,0.006568246
892,0.006149083
893,0.006152803
894,0.007297246
895,0.006963352
896,0.006227017
897,0.006896497
898,0.007310173
899,0.005736482
900,0.007273292
901,0.006937357
902,0.006765535
903,0.00673347
904,0.006639381
905,0.00759744
906,0.00711856
907,0.007203547
908,0.007114799
909,0.007670115
910,0.007615701
911,0.0067398
912,0.005588783
913,0.005782219
914,0.007565963
915,0.006519675
916,0.006743436
917,0.006109106
918,0.006116404
919,0.006251264
920,0.006355053
921,0.007832924
922,0.007193978
923,0.006251693
924,0.007338282
925,0.008329264
926,0.006509189
927,0.006272258
928,0.006338219
929,0.005018554
930,0.007383511
931,0.006015111
932,0.00667721
933,0.006075583
934,0.005608963
935,0.006949699
936,0.006422299
937,0.006496147
938,0.009041388
939,0.007687544
940,0.00713608
941,0.006858529
942,0.00878105
943,0.005042537
944,0.007925495
945,0.005503003
946,0.006930724
947,0.007603457
948,0.007153666
949,0.006965663
950,0.0075622
951,0.008160846
952,0.007301739
953,0.006561631
954,0.006595424
955,0.007031364
956,0.007261442
957,0.007034344
958,0.005959014
959,0.00612267
960,0.006815442
961,0.006906629
962,0.006547968
963,0.005682949
964,0.005644769
965,0.006417386
966,0.00729359
967,0.007443557
968,0.005411309
969,0.006481138
970,0.006137905
971,0.005587939
972,0.005868549
973,0.005894589
974,0.007046991
975,0.006691006
976,0.00667302
977,0.006785319
978,0.005742901
979,0.006268348
980,0.007991607
981,0.006351196
982,0.006594627
983,0.007696455
984,0.007617229
985,0.007699016
986,0.007163599
987,0.007534232
988,0.007475142
989,0.006944523
990,0.006112135
991,0.006389947
992,0.006786074
993,0.006740883
994,0.006562465
995,0.007137195
996,0.006285714
997,0.007168313
998,0.005649032
999,0.005126285
1000,0.006769051
