x,est
176,0.006009447
177,0.00648599
178,0.008163607
179,0.006053344
180,0.008777432
181,0.006652762
182,0.005310919
183,0.005124347
184,0.007513066
185,0.005756652
186,0.006643076
187,0.005793078
188,0.008625132
189,0.006579636
190,0.006072415
191,0.006594365
192,0.007009039
193,0.003974552
194,0.005833313
195,0.006653741
196,0.006508863
197,0.006302193
198,0.008188528
199,0.005600788
200,0.005099207
201,0.006642986
202,0.005632206
203,0.009421052
204,0.004617488
205,0.005746329
206,0.005853071
207,0.006048451
208,0.005240632
209,0.006407114
210,0.008449472
211,0.008122708
212,0.00387937
213,0.006318262
214,0.00758145
215,0.006591261
216,0.004568748
217,0.006662991
218,0.007166652
219,0.006126033
220,0.008910288
221,0.004747591
222,0.004382701
223,0.007126055
224,0.006597436
225,0.009465771
226,0.006711884
227,0.006141436
228,0.009055211
229,0.005321905
230,0.00703041
231,0.006288137
232,0.006622555
233,0.007028071
234,0.008609353
235,0.006425712
236,0.003519263
237,0.005565231
238,0.007948666
239,0.006895824
240,0.005888533
241,0.007729273
242,0.007415715
243,0.005768366
244,0.007528104
245,0.007718484
246,0.008426338
247,0.008249519
248,0.006151955
249,0.007175088
250,0.006154111
251,0.005572857
252,0.004663131
253,0.005189179
254,0.006261535
255,0.008367693
256,0.005625605
257,0.007642609
258,0.005083928
259,0.006825835
260,0.005035336
261,0.006494945
262,0.006013321
263,0.007696226
264,0.005948253
265,0.007457088
266,0.008857067
267,0.006767322
268,0.007907842
269,0.005210815
270,0.008732065
271,0.005323853
272,0.003799574
273,0.005403152
274,0.005553774
275,0.006525675
276,0.006364111
277,0.009738728
278,0.006764454
279,0.005465492
280,0.007514061
281,0.005061601
282,0.005558715
283,0.006197494
284,0.004176123
285,0.005387852
286,0.004565183
287,0.006187624
288,0.006269859
289,0.004695315
290,0.008798499
291,0.006254063
292,0.005466621
293,0.005190197
294,0.009394485
295,0.006391878
296,0.005796916
297,0.007546369
298,0.00649536
299,0.004219671
300,0.005189825
301,0.005584209
302,0.00817454
303,0.007499349
304,0.008590213
305,0.005187121
306,0.006841794
307,0.004529458
308,0.00436714
309,0.0058847
310,0.007138606
311,0.003987631
312,0.005674909
313,0.004733992
314,0.005114628
315,0.006892847
316,0.006586741
317,0.007250444
318,0.006375812
319,0.006855204
320,0.006495761
321,0.004480742
322,0.009814665
323,0.003675479
324,0.006745457
325,0.00476655
326,0.006975949
327,0.007069368
328,0.007568523
329,0.005196319
330,0.008274765
331,0.008607299
332,0.006315421
333,0.008682664
334,0.00957925
335,0.006664953
336,0.008913585
337,0.006315717
338,0.008115626
339,0.007093594
340,0.007088627
341,0.006702566
342,0.007176323
343,0.004903922
344,0.007203588
345,0.004868768
346,0.006954706
347,0.004031387
348,0.006238176
349,0.004886339
350,0.005764585
351,0.006631155
352,0.005168831
353,0.00581634
354,0.007272695
355,0.008118402
356,0.007853931
357,0.006171951
358,0.008033067
359,0.006860734
360,0.006907935
361,0.007768224
362,0.008372736
363,0.008971519
364,0.008973403
365,0.003110465
366,0.006778786
367,0.00607908
368,0.007579763
369,0.006935432
370,0.005427303
371,0.006980072
372,0.00637497
373,0.005601926
374,0.003785184
375,0.007271625
376,0.005532504
377,0.006520291
378,0.007604192
379,0.008187649
380,0.004488114
381,0.005508401
382,0.00679122
383,0.006648547
384,0.004227492
385,0.007788526
386,0.00897073
387,0.005409364
388,0.005767008
389,0.008205564
390,0.006535325
391,0.006533438
392,0.006848531
393,0.005364825
394,0.00642077
395,0.006184157
396,0.005415255
397,0.005866321
398,0.006438941
399,0.005248245
400,0.008198075
401,0.00616114
402,0.006783185
403,0.006530083
404,0.009228548
405,0.004283976
406,0.006400668
407,0.007709981
408,0.007459528
409,0.006101687
410,0.005409369
411,0.006603776
412,0.007552285
413,0.006866223
414,0.007929286
415,0.005183926
416,0.006840028
417,0.00699246
418,0.007700812
419,0.007201442
420,0.005007722
421,0.007684832
422,0.006120897
423,0.004931602
424,0.007882973
425,0.009386294
426,0.004609355
427,0.005757177
428,0.006534594
429,0.005074173
430,0.007218
431,0.007362508
432,0.007308798
433,0.008435752
434,0.006213699
435,0.008793038
436,0.006294505
437,0.006363144
438,0.005261441
439,0.006824709
440,0.005802127
441,0.003487561
442,0.004760073
443,0.005048371
444,0.005483463
445,0.00587019
446,0.006760254
447,0.006200987
448,0.007066955
449,0.006613514
450,0.008355959
451,0.005310146
452,0.007996276
453,0.004980402
454,0.007595912
455,0.007541888
456,0.006098501
457,0.004044184
458,0.004189641
459,0.004137366
460,0.00488748
461,0.004822072
462,0.006809536
463,0.007301798
464,0.008186139
465,0.006100734
466,0.006938352
467,0.007095429
468,0.005079535
469,0.008346645
470,0.008130526
471,0.005274102
472,0.006473289
473,0.005032629
474,0.006053122
475,0.010051215
476,0.00578622
477,0.006048267
478,0.008349135
479,0.006801209
480,0.004494743
481,0.003468166
482,0.004047134
483,0.007928907
484,0.006487347
485,0.005919738
486,0.005979764
487,0.0069949
488,0.004344673
489,0.006595864
490,0.006891198
491,0.006418798
492,0.004879974
493,0.008322349
494,0.008401084
495,0.007753095
496,0.00862428
497,0.006507
498,0.003655912
499,0.00712774
500,0.006159047
501,0.006929204
502,0.009596688
503,0.003788049
504,0.007235613
505,0.006665965
506,0.007244502
507,0.008376801
508,0.007251112
509,0.006001076
510,0.008419469
511,0.006744929
512,0.004736547
513,0.007007535
514,0.007513182
515,0.007241105
516,0.009152804
517,0.004644035
518,0.007175941
519,0.007193496
520,0.007060576
521,0.006316724
522,0.005659066
523,0.004293893
524,0.004740816
525,0.007520367
526,0.005220932
527,0.0055966
528,0.008321
529,0.008111135
530,0.007641013
531,0.007719001
532,0.004304102
533,0.007748117
534,0.008173393
535,0.006404695
536,0.004278326
537,0.004782861
538,0.007225107
539,0.005120612
540,0.008481358
541,0.004774546
542,0.005303673
543,0.006198489
544,0.005642718
545,0.006535007
546,0.00419693
547,0.009030884
548,0.004896662
549,0.006780137
550,0.008833095
551,0.006706322
552,0.007587734
553,0.006449681
554,0.005771789
555,0.005674374
556,0.009028014
557,0.004995474
558,0.006244933
559,0.004981812
560,0.006138757
561,0.004605078
562,0.004347396
563,0.007389549
564,0.007155897
565,0.008742292
566,0.007267852
567,0.004172963
568,0.008467198
569,0.006982908
570,0.004174254
571,0.007803498
572,0.007300654
573,0.009185859
574,0.010163078
575,0.00538435
576,0.003811206
577,0.006069479
578,0.006038258
579,0.005919423
580,0.006409854
581,0.006128261
582,0.008461565
583,0.007475895
584,0.005747907
585,0.006909992
586,0.006010126
587,0.006680809
588,0.008046975
589,0.00750041
590,0.002884975
591,0.006596764
592,0.005345131
593,0.004335889
594,0.006481866
595,0.006086901
596,0.006862796
597,0.007610651
598,0.005069661
599,0.008270444
600,0.00531714
601,0.005985496
602,0.005784314
603,0.005689634
604,0.009348227
605,0.007523645
606,0.008013976
607,0.007624171
608,0.005931809
609,0.007591482
610,0.004978126
611,0.005724818
612,0.0050779
613,0.008247037
614,0.008296427
615,0.004049758
616,0.009078145
617,0.007086632
618,0.006529692
619,0.005843538
620,0.005205451
621,0.006759068
622,0.004141159
623,0.008175903
624,0.003254354
625,0.005582445
626,0.008896441
627,0.006626
628,0.004449812
629,0.004683695
630,0.008107052
631,0.005004741
632,0.004965885
633,0.006775698
634,0.005749484
635,0.005222311
636,0.006604828
637,0.009586165
638,0.003564546
639,0.007477361
640,0.005516681
641,0.006481255
642,0.005012729
643,0.004784229
644,0.005147062
645,0.007343753
646,0.006836381
647,0.008183235
648,0.007293883
649,0.007087972
650,0.005801353
651,0.006600197
652,0.005841943
653,0.006234603
654,0.005397947
655,0.004994668
656,0.005024484
657,0.008561894
658,0.006082438
659,0.006061093
660,0.009350821
661,0.001758226
662,0.006485792
663,0.004490733
664,0.008092151
665,0.003164631
666,0.005551363
667,0.007740722
668,0.005415215
669,0.008331521
670,0.005178273
671,0.004720935
672,0.006632805
673,0.006898514
674,0.005517578
675,0.007432694
676,0.004245732
677,0.008062068
678,0.007220058
679,0.005483312
680,0.00650419
681,0.004118623
682,0.007534953
683,0.00545855
684,0.006567338
685,0.00541767
686,0.004046165
687,0.00634959
688,0.009548621
689,0.004938419
690,0.007395123
691,0.006761056
692,0.007829862
693,0.006547096
694,0.008569999
695,0.004460535
696,0.006225524
697,0.004555276
698,0.008552232
699,0.006251195
700,0.004228076
701,0.005195593
702,0.006836816
703,0.002759822
704,0.006327978
705,0.005928003
706,0.007380282
707,0.009834181
708,0.006362497
709,0.00626371
710,0.00481502
711,0.0068223
712,0.005691023
713,0.008811836
714,0.006655765
715,0.00486074
716,0.00626223
717,0.006348264
718,0.00510777
719,0.0093037
720,0.005574297
721,0.007002515
722,0.005630115
723,0.006546959
724,0.003137884
725,0.005173045
726,0.006508698
727,0.004247979
728,0.001805774
729,0.009997804
730,0.006170367
731,0.007193012
732,0.008315289
733,0.009964945
734,0.0072554
735,0.004613133
736,0.009372188
737,0.007280944
738,0.005420922
739,0.006756385
740,0.007008363
741,0.007085155
742,0.007811574
743,0.005717348
744,0.006893666
745,0.004771415
746,0.005067414
747,0.010583175
748,0.00578049
749,0.007736554
750,0.004949783
751,0.006908216
752,0.006360642
753,0.004266052
754,0.00573709
755,0.006658162
756,0.00829007
757,0.005601376
758,0.005797795
759,0.00846309
760,0.006629876
761,0.005436652
762,0.006708492
763,0.007053193
764,0.007095767
765,0.004850519
766,0.005864809
767,0.003479968
768,0.0061345
769,0.00653914
770,0.006376057
771,0.006472749
772,0.006681674
773,0.005400457
774,0.006542627
775,0.006981849
776,0.007654261
777,0.004233511
778,0.006046807
779,0.006437523
780,0.005394611
781,0.003376078
782,0.003659892
783,0.008805944
784,0.005985984
785,0.00677539
786,0.005037764
787,0.006178116
788,0.008248726
789,0.005727696
790,0.006185082
791,0.006651012
792,0.007030185
793,0.005474091
794,0.007871328
795,0.004231571
796,0.006844588
797,0.006030431
798,0.005942561
799,0.005099594
800,0.005360399
801,0.008593486
802,0.007580959
803,0.008250351
804,0.006416997
805,0.007309401
806,0.006994825
807,0.00861212
808,0.006082148
809,0.006903113
810,0.004497884
811,0.006282251
812,0.005985204
813,0.00589023
814,0.004942096
815,0.006868163
816,0.006893854
817,0.009294112
818,0.004515206
819,0.008541642
820,0.009632358
821,0.009676553
822,0.008333472
823,0.006107239
824,0.00796445
825,0.006552574
826,0.008760473
827,0.007370975
828,0.008166757
829,0.007224449
830,0.004353207
831,0.005009187
832,0.008667924
833,0.00859434
834,0.008322164
835,0.005340689
836,0.007406072
837,0.006052986
838,0.006882711
839,0.004531542
840,0.007651497
841,0.010106752
842,0.005896569
843,0.007359208
844,0.00609865
845,0.008625284
846,0.005802782
847,0.006305752
848,0.005354989
849,0.006075716
850,0.007302011
851,0.005080873
852,0.006940788
853,0.005608999
854,0.007606317
855,0.005337293
856,0.006074575
857,0.008311653
858,0.003632847
859,0.005579741
860,0.008455112
861,0.006412031
862,0.007790977
863,0.005936853
864,0.005927634
865,0.005718955
866,0.006784004
867,0.009413775
868,0.00816618
869,0.00602424
870,0.003300649
871,0.009500306
872,0.005557235
873,0.005545542
874,0.007070537
875,0.007929264
876,0.009255203
877,0.006609805
878,0.006394387
879,0.005006912
880,0.006603023
881,0.00670543
882,0.004690813
883,0.006118346
884,0.006116908
885,0.007660869
886,0.00779401
887,0.006891876
888,0.005402154
889,0.002944688
890,0.007791419
891,0.007942123
892,0.005684475
893,0.007862475
894,0.00661575
895,0.006360036
896,0.007776603
897,0.006407068
898,0.007560795
899,0.006583869
900,0.006435311
901,0.005727544
902,0.007727729
903,0.005873677
904,0.006027021
905,0.005940883
906,0.00520622
907,0.009012385
908,0.00868831
909,0.008040298
910,0.008013845
911,0.008321008
912,0.006275389
913,0.008706043
914,0.005369914
915,0.006973165
916,0.007035553
917,0.007740528
918,0.009828602
919,0.007231653
920,0.006112187
921,0.006232915
922,0.008759945
923,0.006129806
924,0.009360434
925,0.007008482
926,0.010161417
927,0.00620326
928,0.006474404
929,0.005096685
930,0.006628967
931,0.008125524
932,0.008126542
933,0.006534064
934,0.00733681
935,0.007600649
936,0.005730384
937,0.004675362
938,0.008419067
939,0.007565104
940,0.00776441
941,0.006953655
942,0.005067687
943,0.004108281
944,0.009455139
945,0.007691223
946,0.005787242
947,0.006601759
948,0.005891756
949,0.007672866
950,0.00651292
951,0.007490224
952,0.003565833
953,0.006621261
954,0.006448732
955,0.009502499
956,0.007608201
957,0.007402639
958,0.0061227
959,0.004318185
960,0.006239195
961,0.005445178
962,0.007832708
963,0.004132269
964,0.006659237
965,0.006526606
966,0.007140698
967,0.005457221
968,0.00614412
969,0.006283078
970,0.006661961
971,0.007902754
972,0.006094259
973,0.008213893
974,0.006980586
975,0.008934491
976,0.01033902
977,0.007275686
978,0.008185625
979,0.007002991
980,0.006346513
981,0.004504221
982,0.008159788
983,0.008457127
984,0.005844289
985,0.006726989
986,0.007385104
987,0.009170632
988,0.003886111
989,0.006497725
990,0.00728254
991,0.006928762
992,0.005233334
993,0.003558607
994,0.005973836
995,0.006507687
996,0.00575085
997,0.005596903
998,0.007879569
999,0.0058453
1000,0.007801947
